Project_Name,Project_URL,Project_Hash,Test_id,OD_Type,Polluter_or_Setter,Cleaner,Path,md5sum,Before_Patch_Isolation,Before_Patch_DT,Before_Patch_OD,After_Patch_Isolation,After_Patch_DT,After_Patch_OD
GOApy,https://github.com/leopepe/GOApy,a8e0dfe5f0f593107884ad54f89a27f67ee28129,tests/Sensor_test.py::SensorsTest::test_remove_sensor_success,brittle,tests/Sensor_test.py::SensorsTest::test_add_success,,GOApy/ipflakies_result/95d2bae3/patch/Sensor_test_patch_71cc17cd.patch,80023e21a5c90435559c47541554ef76,passed,passed,passed,Was_not_OD,Was_not_OD,Was_not_OD
HikLoad,https://github.com/Tedyst/HikLoad,b3eb7be65bd34040992e1b7b15f23ff4ce2e8dc4,tests/test_config.py::test_envvar,brittle,tests/test_config.py::test_defaultvar,,HikLoad/ipflakies_result/8d2f82d8/patch/test_config_patch_75f5c393.patch,3a8a0c7f2045fef8e1e9c83cb76256e3,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
IOCynergy,https://github.com/omersaraf/IOCynergy,1821423680f741d8ca06bcc6a02c8b21156f9ba0,cynergy/tests/test_register_multiple.py::test_register_multiple,victim,cynergy/tests/test_register_multiple.py::test_multiple_list_arguments,cynergy/tests/test_class_mapping.py::test_class_mapping,IOCynergy/ipflakies_result/0f33da25/patch/test_register_multiple_patch_06d164b9.patch,812ef233d575d64637fc4ae9993b3317,passed,passed,failed,passed,passed,passed
LabIFSC,https://github.com/gjvnq/LabIFSC,cb56b75f51eb54680d0b81f4c87aa0234538a2a8,tests/medida_test.py::test_medida_si_2,brittle,tests/medida_format_test.py::test_medida_format_A1,,LabIFSC/ipflakies_result/1eff5e51/patch/medida_test_patch_d0b3dbba.patch,ebf6c984c784f954aa5254d43076e08e,failed,passed,passed,passed,passed,passed
LabIFSC,https://github.com/gjvnq/LabIFSC,cb56b75f51eb54680d0b81f4c87aa0234538a2a8,tests/medida_test.py::test_medida_si_3,brittle,tests/medida_format_test.py::test_medida_format_A1,,LabIFSC/ipflakies_result/bc09b078/patch/medida_test_patch_d0b3dbba.patch,bed99c7fa2892c228711b9954fc60cb2,failed,passed,passed,passed,passed,passed
NestedDictionary,https://github.com/cahoy/NestedDictionary,881f0ea8af36a60fcd1b9d7a84b1aec4cd7072b2,easy_dict/tests/test_01_default.py::test_del,brittle,easy_dict/tests/test_01_default.py::test_quick_assign,,NestedDictionary/ipflakies_result/2167d10c/patch/test_01_default_patch_f4ffda46.patch,404f7af487cda927a1c7bcc7a56139f1,failed,passed,passed,passed,passed,passed
OccamTools,https://github.com/mortele/OccamTools,26c47709f6b870c89403f03ade0950de9f301639,test/test_occam_data.py::test_occam_data_progress_bars,victim,test/test_histogram.py::test_histogram_input_type,test/test_occam_data.py::test_occam_data_save_load,OccamTools/ipflakies_result/aa1c2149/patch/test_occam_data_patch_f5595f1a.patch,3a33dc0fafb6f36be89873d451b784c3,passed,passed,failed,passed,passed,passed
OccamTools,https://github.com/mortele/OccamTools,26c47709f6b870c89403f03ade0950de9f301639,test/test_occam_data.py::test_occam_data_progress_bars,victim,test/test_histogram.py::test_histogram_dimension,test/test_occam_data.py::test_occam_data_save_load,OccamTools/ipflakies_result/aa1c2149/patch/test_occam_data_patch_f5595f1a.patch,42afa949a40ef306e0fefe34343deb56,passed,passed,failed,passed,passed,passed
OccamTools,https://github.com/mortele/OccamTools,26c47709f6b870c89403f03ade0950de9f301639,test/test_occam_data.py::test_occam_data_progress_bars,victim,test/test_histogram.py::test_histogram_time_steps,test/test_occam_data.py::test_occam_data_save_load,OccamTools/ipflakies_result/aa1c2149/patch/test_occam_data_patch_f5595f1a.patch,679b23f8f07349dcf5896b2e9020e3b8,passed,passed,failed,passed,passed,passed
OccamTools,https://github.com/mortele/OccamTools,26c47709f6b870c89403f03ade0950de9f301639,test/test_occam_data.py::test_occam_data_progress_bars,victim,test/test_occam_data.py::test_occam_data_not_equal,test/test_occam_data.py::test_occam_data_save_load,OccamTools/ipflakies_result/aa1c2149/patch/test_occam_data_patch_f5595f1a.patch,84080445a0b46a6b7eda65b82d7aacb1,passed,passed,failed,passed,passed,passed
PyGraph,https://github.com/Rickecr/PyGraph,e81c3a0f543f5bfcda1a603c6dcecde13d582c57,__tests__/test_simple_graph.py::TestSimpleGraph::test_is_terminal,brittle,__tests__/test_simple_graph.py::TestSimpleGraph::test_add_vertex,,PyGraph/ipflakies_result/ac48c7e8/patch/test_simple_graph_patch_ac7ee3a9.patch,04e631ffb4fec443fefeb5076763d51d,passed,passed,passed,Was_not_OD,Was_not_OD,Was_not_OD
PyGraph,https://github.com/Rickecr/PyGraph,e81c3a0f543f5bfcda1a603c6dcecde13d582c57,__tests__/test_simple_graph.py::TestSimpleGraph::test_vertex_exists,brittle,__tests__/test_simple_graph.py::TestSimpleGraph::test_num_vertex,,PyGraph/ipflakies_result/a9982c47/patch/test_simple_graph_patch_e18b45d1.patch,fe4ba0e3b9b0030736773c6723336a0d,passed,passed,passed,Was_not_OD,Was_not_OD,Was_not_OD
Tale,https://github.com/irmen/Tale,a2a26443465ab6978b32d9253e833471500e7b68,tests/test_pubsub.py::TestPubsub::test_unsubscribe_all,victim,tests/test_pubsub.py::TestPubsub::test_idletime,tests/test_mudobjects.py::TestLocations::test_message_nearby_location,Tale/ipflakies_result/4d4fddac/patch/test_pubsub_patch_3c47b5c6.patch,3daf889636b7698b8022063050317bc5,passed,passed,failed,failed,passed,failed
Tale,https://github.com/irmen/Tale,a2a26443465ab6978b32d9253e833471500e7b68,tests/test_pubsub.py::TestPubsub::test_unsubscribe_all,victim,tests/test_pubsub.py::TestPubsub::test_idletime,tests/test_mudobjects.py::TestLiving::test_move,Tale/ipflakies_result/4d4fddac/patch/test_pubsub_patch_54b60f24.patch,d285dc3e3beaa47d30b1fee2a28f2501,passed,passed,failed,failed,passed,failed
Tale,https://github.com/irmen/Tale,a2a26443465ab6978b32d9253e833471500e7b68,tests/test_pubsub.py::TestPubsub::test_unsubscribe_all,victim,tests/test_pubsub.py::TestPubsub::test_idletime,tests/test_player.py::TestPlayer::test_wiretap,Tale/ipflakies_result/4d4fddac/patch/test_pubsub_patch_08bc6f78.patch,d85a93dd2b02234c2aa1ea79b5595bbf,passed,passed,failed,failed,passed,failed
Tale,https://github.com/irmen/Tale,a2a26443465ab6978b32d9253e833471500e7b68,tests/test_pubsub.py::TestPubsub::test_unsubscribe_all,victim,tests/test_pubsub.py::TestPubsub::test_idletime,tests/test_pubsub.py::TestPubsub::test_destroy,Tale/ipflakies_result/4d4fddac/patch/test_pubsub_patch_44829275.patch,48676bd817d6728d304ecbd638294fd9,passed,passed,failed,passed,passed,passed
alphanum_code,https://github.com/ylaizet/alphanum_code,fb5cd313dc41f046aac01ff01d6e1561d17894a6,tests/test_alphanum_code.py::test_next_code,brittle,tests/test_alphanum_code.py::test_init_code,,alphanum_code/ipflakies_result/690d14c3/patch/test_alphanum_code_patch_e32586eb.patch,a5748cfbd31c5d951fdaad6a92bfed2e,failed,passed,passed,passed,passed,failed
api-python,https://github.com/datacommonsorg/api-python,6d09ca1557da0af893f008f7302801f12afc2d46,datacommons/test/set_api_key_test.py::TestApiKey::test_query_no_api_key,brittle,datacommons/test/set_api_key_test.py::TestApiKey::test_query_w_api_key,,api-python/ipflakies_result/41741525/patch/set_api_key_test_patch_e80d8d75.patch,f4ebccfa95f45eb4f9111e7dcfb0a9a2,failed,passed,passed,ERROR,ERROR,ERROR
api-python,https://github.com/datacommonsorg/api-python,6d09ca1557da0af893f008f7302801f12afc2d46,datacommons/test/set_api_key_test.py::TestApiKey::test_send_request_no_api_key,brittle,datacommons/test/set_api_key_test.py::TestApiKey::test_query_w_api_key,,api-python/ipflakies_result/301df477/patch/set_api_key_test_patch_e80d8d75.patch,7a04f0dda40e1b1bfc822e2cf310ecde,failed,passed,passed,ERROR,ERROR,ERROR
atlasclient,https://github.com/jpoullet2000/atlasclient,02b3e7d9a6596d1123fc22b6bfed08d60105d19e,tests/test_models.py::TestDiscoveryREST::test_search_attribute_get,victim,tests/test_models.py::TestDiscoveryREST::test_search_basic_get,tests/test_client.py::TestClient::test_atlas_client,atlasclient/ipflakies_result/6443f690/patch/test_models_patch_ef06bded.patch,f7760a61e01cba6eced0a563cc0d7e49,passed,passed,failed,failed,passed,failed
atlasclient,https://github.com/jpoullet2000/atlasclient,02b3e7d9a6596d1123fc22b6bfed08d60105d19e,tests/test_models.py::TestDiscoveryREST::test_search_attribute_get,victim,tests/test_models.py::TestDiscoveryREST::test_search_basic_get,tests/test_models.py::TestEntityREST::test_entity_post,atlasclient/ipflakies_result/6443f690/patch/test_models_patch_a6f47ca2.patch,9b2ecfd4182f9593ad94fff11e133f6e,passed,passed,failed,passed,passed,failed
authnzerver,https://github.com/waqasbhatti/authnzerver,bc735a1c9e1c084c40854a539a000d69a50ed486,authnzerver/tests/test_auth_creation.py::test_create_user,victim,authnzerver/tests/test_auth_login.py::test_login,authnzerver/tests/test_auth_deletesessions.py::test_sessions_delete_userid,authnzerver/ipflakies_result/8fd17596/patch/test_auth_creation_patch_1b5340b3.patch,a60d8c52857e692b1ef8884fa1fb78f8,passed,passed,passed,Was_not_OD,Was_not_OD,Was_not_OD
authnzerver,https://github.com/waqasbhatti/authnzerver,bc735a1c9e1c084c40854a539a000d69a50ed486,authnzerver/tests/test_auth_creation.py::test_create_user,victim,authnzerver/tests/test_auth_login.py::test_login,authnzerver/tests/test_auth_lockuser.py::test_user_lock,authnzerver/ipflakies_result/8fd17596/patch/test_auth_creation_patch_22479437.patch,3f7b45d840213fd93bef9f9ffdb3492b,passed,passed,passed,Was_not_OD,Was_not_OD,Was_not_OD
authnzerver,https://github.com/waqasbhatti/authnzerver,bc735a1c9e1c084c40854a539a000d69a50ed486,authnzerver/tests/test_auth_creation.py::test_create_user,victim,authnzerver/tests/test_auth_login.py::test_login,authnzerver/tests/test_auth_passcheck.py::test_passcheck,authnzerver/ipflakies_result/8fd17596/patch/test_auth_creation_patch_02380cb7.patch,a1a5bfd0493ff2314607ec28a9d2775b,passed,passed,passed,Was_not_OD,Was_not_OD,Was_not_OD
authnzerver,https://github.com/waqasbhatti/authnzerver,bc735a1c9e1c084c40854a539a000d69a50ed486,authnzerver/tests/test_auth_creation.py::test_create_user,victim,authnzerver/tests/test_auth_login.py::test_login,authnzerver/tests/test_auth_passcheck.py::test_passcheck_nosession,authnzerver/ipflakies_result/8fd17596/patch/test_auth_creation_patch_26b6f5b4.patch,b7bac30944143eab23a245e08b570ea2,passed,passed,passed,Was_not_OD,Was_not_OD,Was_not_OD
authnzerver,https://github.com/waqasbhatti/authnzerver,bc735a1c9e1c084c40854a539a000d69a50ed486,authnzerver/tests/test_auth_creation.py::test_create_user,victim,authnzerver/tests/test_auth_login.py::test_login,authnzerver/tests/test_auth_permissions.py::test_role_limits,authnzerver/ipflakies_result/8fd17596/patch/test_auth_creation_patch_c6df2571.patch,bc592dcc06292b4babc569d60696389a,passed,passed,passed,Was_not_OD,Was_not_OD,Was_not_OD
authnzerver,https://github.com/waqasbhatti/authnzerver,bc735a1c9e1c084c40854a539a000d69a50ed486,authnzerver/tests/test_auth_creation.py::test_create_user,victim,authnzerver/tests/test_auth_login.py::test_login,authnzerver/tests/test_internal_session_edit.py::test_internal_session_edit,authnzerver/ipflakies_result/8fd17596/patch/test_auth_creation_patch_7b06a266.patch,e63c7efb2a74be83e1c15f10c5b998d7,passed,passed,passed,Was_not_OD,Was_not_OD,Was_not_OD
authnzerver,https://github.com/waqasbhatti/authnzerver,bc735a1c9e1c084c40854a539a000d69a50ed486,authnzerver/tests/test_auth_creation.py::test_create_user,victim,authnzerver/tests/test_auth_login.py::test_login,authnzerver/tests/test_internal_user_edit.py::test_internal_user_edit,authnzerver/ipflakies_result/8fd17596/patch/test_auth_creation_patch_7494ad32.patch,00de6233010977d6fa4ac78a567ffe26,passed,passed,passed,Was_not_OD,Was_not_OD,Was_not_OD
authnzerver,https://github.com/waqasbhatti/authnzerver,bc735a1c9e1c084c40854a539a000d69a50ed486,authnzerver/tests/test_auth_creation.py::test_create_user,victim,authnzerver/tests/test_auth_loginlogout.py::test_login_logout,authnzerver/tests/test_auth_deletesessions.py::test_sessions_delete_userid,authnzerver/ipflakies_result/8fd17596/patch/test_auth_creation_patch_1b5340b3.patch,0807d46af772f2c44135b1b3d73637c8,passed,passed,passed,Was_not_OD,Was_not_OD,Was_not_OD
authnzerver,https://github.com/waqasbhatti/authnzerver,bc735a1c9e1c084c40854a539a000d69a50ed486,authnzerver/tests/test_auth_creation.py::test_create_user,victim,authnzerver/tests/test_auth_loginlogout.py::test_login_logout,authnzerver/tests/test_auth_lockuser.py::test_user_lock,authnzerver/ipflakies_result/8fd17596/patch/test_auth_creation_patch_22479437.patch,93ee8f1c47cdf8b36a749fb12172e17c,passed,passed,passed,Was_not_OD,Was_not_OD,Was_not_OD
authnzerver,https://github.com/waqasbhatti/authnzerver,bc735a1c9e1c084c40854a539a000d69a50ed486,authnzerver/tests/test_auth_creation.py::test_create_user,victim,authnzerver/tests/test_auth_loginlogout.py::test_login_logout,authnzerver/tests/test_auth_passcheck.py::test_passcheck,authnzerver/ipflakies_result/8fd17596/patch/test_auth_creation_patch_02380cb7.patch,c0a8f6978444a26266ff16e20d999be4,passed,passed,passed,Was_not_OD,Was_not_OD,Was_not_OD
authnzerver,https://github.com/waqasbhatti/authnzerver,bc735a1c9e1c084c40854a539a000d69a50ed486,authnzerver/tests/test_auth_creation.py::test_create_user,victim,authnzerver/tests/test_auth_loginlogout.py::test_login_logout,authnzerver/tests/test_auth_passcheck.py::test_passcheck_nosession,authnzerver/ipflakies_result/8fd17596/patch/test_auth_creation_patch_26b6f5b4.patch,db22d5bad7c1c5cb6a7cb118256c9ef6,passed,passed,passed,Was_not_OD,Was_not_OD,Was_not_OD
authnzerver,https://github.com/waqasbhatti/authnzerver,bc735a1c9e1c084c40854a539a000d69a50ed486,authnzerver/tests/test_auth_creation.py::test_create_user,victim,authnzerver/tests/test_auth_loginlogout.py::test_login_logout,authnzerver/tests/test_auth_permissions.py::test_role_limits,authnzerver/ipflakies_result/8fd17596/patch/test_auth_creation_patch_c6df2571.patch,b320064fd6cffb747012297b95890ac0,passed,passed,passed,Was_not_OD,Was_not_OD,Was_not_OD
authnzerver,https://github.com/waqasbhatti/authnzerver,bc735a1c9e1c084c40854a539a000d69a50ed486,authnzerver/tests/test_auth_creation.py::test_create_user,victim,authnzerver/tests/test_auth_loginlogout.py::test_login_logout,authnzerver/tests/test_internal_session_edit.py::test_internal_session_edit,authnzerver/ipflakies_result/8fd17596/patch/test_auth_creation_patch_7b06a266.patch,fec68b9cff12f2ecd80a66fb41e82c2f,passed,passed,passed,Was_not_OD,Was_not_OD,Was_not_OD
authnzerver,https://github.com/waqasbhatti/authnzerver,bc735a1c9e1c084c40854a539a000d69a50ed486,authnzerver/tests/test_auth_creation.py::test_create_user,victim,authnzerver/tests/test_auth_loginlogout.py::test_login_logout,authnzerver/tests/test_internal_user_edit.py::test_internal_user_edit,authnzerver/ipflakies_result/8fd17596/patch/test_auth_creation_patch_7494ad32.patch,0db4cc76ddd361bbc9892f02d5f1e756,passed,passed,passed,Was_not_OD,Was_not_OD,Was_not_OD
authnzerver,https://github.com/waqasbhatti/authnzerver,bc735a1c9e1c084c40854a539a000d69a50ed486,authnzerver/tests/test_auth_permissions.py::test_role_permissions,victim,authnzerver/tests/test_auth_creation.py::test_create_user,authnzerver/tests/test_auth_deletesessions.py::test_sessions_delete_userid,authnzerver/ipflakies_result/63a3dffe/patch/test_auth_permissions_patch_1b5340b3.patch,d6295dbb5fa64eea4cc9477dff6992b1,passed,passed,passed,Was_not_OD,Was_not_OD,Was_not_OD
authnzerver,https://github.com/waqasbhatti/authnzerver,bc735a1c9e1c084c40854a539a000d69a50ed486,authnzerver/tests/test_auth_permissions.py::test_role_permissions,victim,authnzerver/tests/test_auth_creation.py::test_create_user,authnzerver/tests/test_auth_lockuser.py::test_user_lock,authnzerver/ipflakies_result/63a3dffe/patch/test_auth_permissions_patch_22479437.patch,1665bf986853faa2ee232b2cbe2c958f,passed,passed,passed,Was_not_OD,Was_not_OD,Was_not_OD
authnzerver,https://github.com/waqasbhatti/authnzerver,bc735a1c9e1c084c40854a539a000d69a50ed486,authnzerver/tests/test_auth_permissions.py::test_role_permissions,victim,authnzerver/tests/test_auth_creation.py::test_create_user,authnzerver/tests/test_auth_passcheck.py::test_passcheck,authnzerver/ipflakies_result/63a3dffe/patch/test_auth_permissions_patch_02380cb7.patch,3de54284685cd9e9dc7401cd26d081ab,passed,passed,passed,Was_not_OD,Was_not_OD,Was_not_OD
autoclasswrapper,https://github.com/pierrepo/autoclasswrapper,af43dd833e5586386098d1793a59332e968069da,tests/test_output.py::TestOutputClass::test_write_dendrogram,brittle,tests/test_output.py::TestOutputClass::test_write_cluster_stats,,autoclasswrapper/ipflakies_result/4a848dd6/patch/test_output_patch_0f600afc.patch,b8b870cd3bf18894019d74b9db17856b,failed,failed,passed,passed,failed,passed
autodiscover,https://github.com/nicolaszein/autodiscover,3009f81c51b7a4cb077427e429d740db98eb173b,tests/test_autodiscover.py::TestAutoDiscover::test_autodiscover_with_pattern,brittle,tests/test_autodiscover.py::TestAutoDiscover::test_autodiscover,,autodiscover/ipflakies_result/20a8783c/patch/test_autodiscover_patch_b4e13c82.patch,16f44000236809cde1368dfb96a86596,failed,passed,passed,passed,passed,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_create_document,victim,examples/test_pytest.py::test_index,tests/test_autodoc.py::TestAutodoc::test_create_markdown_document,py-autodoc/ipflakies_result/c4d340dc/patch/test_autodoc_patch_031b4820.patch,36bd0516668cb90688546cb0b2a2461c,passed,passed error,failed,passed,passed error,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_response,victim,examples/test_gen_each_case.py::TestUnittest::test_foo_bar,tests/test_autodoc.py::TestAutodoc::test_clear_responses,py-autodoc/ipflakies_result/8fdce11a/patch/test_autodoc_patch_fce4d8dc.patch,ec1df3ac11c60ffd6ac83b97b11ed24b,passed,failed,failed,passed,failed,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_response,victim,examples/test_gen_each_case.py::TestUnittest::test_foo_bar,tests/test_autodoc.py::TestAutodoc::test_create_document,py-autodoc/ipflakies_result/8fdce11a/patch/test_autodoc_patch_ac7fa065.patch,9d4963003db42933e31f01a26694ca70,passed,failed,failed,passed,failed,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_response,victim,examples/test_gen_each_case.py::TestUnittest::test_foo_bar,tests/test_autodoc.py::TestAutodoc::test_create_markdown_document,py-autodoc/ipflakies_result/8fdce11a/patch/test_autodoc_patch_031b4820.patch,1c733ee5da35247e7b4fac1911c317df,passed,failed,failed,passed,failed,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_response,victim,examples/test_gen_each_case.py::TestUnittest::test_get,tests/test_autodoc.py::TestAutodoc::test_clear_responses,py-autodoc/ipflakies_result/8fdce11a/patch/test_autodoc_patch_fce4d8dc.patch,9b13cf8463a3675df53233474cb2d647,passed,failed,failed,passed,failed,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_response,victim,examples/test_gen_each_case.py::TestUnittest::test_get,tests/test_autodoc.py::TestAutodoc::test_create_document,py-autodoc/ipflakies_result/8fdce11a/patch/test_autodoc_patch_ac7fa065.patch,9a285d0bc3e3810ce5e855fe1af5a6a9,passed,failed,failed,passed,failed,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_response,victim,examples/test_gen_each_case.py::TestUnittest::test_get,tests/test_autodoc.py::TestAutodoc::test_create_markdown_document,py-autodoc/ipflakies_result/8fdce11a/patch/test_autodoc_patch_031b4820.patch,6bb88da57e6e7f3fd456a8594fcc76a6,passed,failed,failed,passed,failed,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_response,victim,examples/test_gen_each_case.py::TestUnittest::test_post,tests/test_autodoc.py::TestAutodoc::test_clear_responses,py-autodoc/ipflakies_result/8fdce11a/patch/test_autodoc_patch_fce4d8dc.patch,d30b5ed5986a0d94aff84237522a1716,passed,failed,failed,passed,failed,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_response,victim,examples/test_gen_each_case.py::TestUnittest::test_post,tests/test_autodoc.py::TestAutodoc::test_create_document,py-autodoc/ipflakies_result/8fdce11a/patch/test_autodoc_patch_ac7fa065.patch,a960e65468d2ca619c7d56edfceb27c6,passed,failed,failed,passed,failed,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_response,victim,examples/test_gen_each_case.py::TestUnittest::test_post,tests/test_autodoc.py::TestAutodoc::test_create_markdown_document,py-autodoc/ipflakies_result/8fdce11a/patch/test_autodoc_patch_031b4820.patch,9a7bb454eae6b074c43e0107cbe9af5a,passed,failed,failed,passed,failed,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_response,victim,examples/test_pytest.py::test_index,tests/test_autodoc.py::TestAutodoc::test_clear_responses,py-autodoc/ipflakies_result/8fdce11a/patch/test_autodoc_patch_fce4d8dc.patch,5e306040e5ec09fb4b3543ef0e89b0fc,passed,passed error,failed,passed,passed error,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_response,victim,examples/test_pytest.py::test_index,tests/test_autodoc.py::TestAutodoc::test_create_markdown_document,py-autodoc/ipflakies_result/8fdce11a/patch/test_autodoc_patch_031b4820.patch,5d261e67eef24c38e44837cb7b54e43c,passed,passed error,failed,passed,passed error,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_response,victim,examples/test_pytest.py::test_post,tests/test_autodoc.py::TestAutodoc::test_clear_responses,py-autodoc/ipflakies_result/8fdce11a/patch/test_autodoc_patch_fce4d8dc.patch,6d48ee3f1a02f3ac085f740745fc5c07,passed,passed error,failed,passed,passed error,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_response,victim,examples/test_pytest.py::test_post,tests/test_autodoc.py::TestAutodoc::test_create_markdown_document,py-autodoc/ipflakies_result/8fdce11a/patch/test_autodoc_patch_031b4820.patch,3040afd144120b9441907f27c8983e05,passed,passed error,failed,passed,passed error,passed
